sample	unit	platform	fq1	fq2
SRR5891715	TA-6208	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891715_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891715_1.fastq.gzTA-6208_2.fastq.gz
SRR5891716	TA-6207	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891716_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891716_1.fastq.gzTA-6207_2.fastq.gz
SRR5891717	TA-6204	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891717_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891717_1.fastq.gzTA-6204_2.fastq.gz
SRR5891718	TA-6201	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891718_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891718_1.fastq.gzTA-6201_2.fastq.gz
SRR5891719	TA-6199	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891719_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891719_1.fastq.gzTA-6199_2.fastq.gz
SRR5891720	TA-6213	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891720_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891720_1.fastq.gzTA-6213_2.fastq.gz
SRR5891721	TA-6212	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891721_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891721_1.fastq.gzTA-6212_2.fastq.gz
SRR5891722	TA-416	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891722_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891722_1.fastq.gzTA-416_2.fastq.gz
SRR5891723	TA-333	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891723_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891723_1.fastq.gzTA-333_2.fastq.gz
SRR5891724	TA-224	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891724_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891724_1.fastq.gzTA-224_2.fastq.gz
SRR5891725	TA-221	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891725_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891725_1.fastq.gzTA-221_2.fastq.gz
SRR5891726	TA-290	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891726_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891726_1.fastq.gzTA-290_2.fastq.gz
SRR5891727	TA-216	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891727_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891727_1.fastq.gzTA-216_2.fastq.gz
SRR5891728	TA-157	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891728_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891728_1.fastq.gzTA-157_2.fastq.gz
SRR5891729	TA-394	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891729_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891729_1.fastq.gzTA-394_2.fastq.gz
SRR5891730	TA-225	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891730_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891730_1.fastq.gzTA-225_2.fastq.gz
SRR5891731	TA-227	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891731_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891731_1.fastq.gzTA-227_2.fastq.gz
SRR5891732	TA-352	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891732_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891732_1.fastq.gzTA-352_2.fastq.gz
SRR5891733	TA-212	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891733_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891733_1.fastq.gzTA-212_2.fastq.gz
SRR5891734	TA-211	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891734_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891734_1.fastq.gzTA-211_2.fastq.gz
SRR5891735	TA-210	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891735_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891735_1.fastq.gzTA-210_2.fastq.gz
SRR5891736	TA-370	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891736_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891736_1.fastq.gzTA-370_2.fastq.gz
SRR5891737	TA-208	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891737_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891737_1.fastq.gzTA-208_2.fastq.gz
SRR5891738	TA-207	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891738_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891738_1.fastq.gzTA-207_2.fastq.gz
SRR5891739	TA-206	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891739_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891739_1.fastq.gzTA-206_2.fastq.gz
SRR5891740	TA-101	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891740_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891740_1.fastq.gzTA-101_2.fastq.gz
SRR5891741	TA-102	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891741_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891741_1.fastq.gzTA-102_2.fastq.gz
SRR5891742	TA-84	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891742_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891742_1.fastq.gzTA-84_2.fastq.gz
SRR5891743	TA-8	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891743_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891743_1.fastq.gzTA-8_2.fastq.gz
SRR5891744	TA-106	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891744_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891744_1.fastq.gzTA-106_2.fastq.gz
SRR5891745	TA-229	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891745_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891745_1.fastq.gzTA-229_2.fastq.gz
SRR5891746	TA-87	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891746_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891746_1.fastq.gzTA-87_2.fastq.gz
SRR5891747	TA-245	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891747_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891747_1.fastq.gzTA-245_2.fastq.gz
SRR5891748	TA-141	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891748_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891748_1.fastq.gzTA-141_2.fastq.gz
SRR5891749	TA-27	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891749_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891749_1.fastq.gzTA-27_2.fastq.gz
SRR5891750	TA-42	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891750_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891750_1.fastq.gzTA-42_2.fastq.gz
SRR5891751	TA-396	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891751_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891751_1.fastq.gzTA-396_2.fastq.gz
SRR5891752	TA-274	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891752_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891752_1.fastq.gzTA-274_2.fastq.gz
SRR5891753	TA-202	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891753_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891753_1.fastq.gzTA-202_2.fastq.gz
SRR5891754	TA-203	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891754_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891754_1.fastq.gzTA-203_2.fastq.gz
SRR5891755	TA-386	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891755_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891755_1.fastq.gzTA-386_2.fastq.gz
SRR5891756	TA-94	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891756_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891756_1.fastq.gzTA-94_2.fastq.gz
SRR5891757	TA-118	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891757_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891757_1.fastq.gzTA-118_2.fastq.gz
SRR5891758	Z140	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891758_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891758_1.fastq.gzZ140_2.fastq.gz
SRR5891759	KE 23	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891759_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891759_1.fastq.gzKE 23_2.fastq.gz
SRR5891760	TA-6267	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891760_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891760_1.fastq.gzTA-6267_2.fastq.gz
SRR5891761	TA-6262	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891761_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891761_1.fastq.gzTA-6262_2.fastq.gz
SRR5891762	TA-6260	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891762_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891762_1.fastq.gzTA-6260_2.fastq.gz
SRR5891763	TA-6259	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891763_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891763_1.fastq.gzTA-6259_2.fastq.gz
SRR5891764	TA-6258	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891764_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891764_1.fastq.gzTA-6258_2.fastq.gz
SRR5891765	TA-6266	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891765_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891765_1.fastq.gzTA-6266_2.fastq.gz
SRR5891766	TA-6265	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891766_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891766_1.fastq.gzTA-6265_2.fastq.gz
SRR5891767	TA-6264	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891767_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891767_1.fastq.gzTA-6264_2.fastq.gz
SRR5891768	TA-6263	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891768_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891768_1.fastq.gzTA-6263_2.fastq.gz
SRR5891769	TA-292	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891769_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891769_1.fastq.gzTA-292_2.fastq.gz
SRR5891770	TA-145	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891770_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891770_1.fastq.gzTA-145_2.fastq.gz
SRR5891771	TA-18	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891771_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891771_1.fastq.gzTA-18_2.fastq.gz
SRR5891772	TA-275	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891772_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891772_1.fastq.gzTA-275_2.fastq.gz
SRR5891773	TA-397	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891773_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891773_1.fastq.gzTA-397_2.fastq.gz
SRR5891774	TA-183	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891774_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891774_1.fastq.gzTA-183_2.fastq.gz
SRR5891775	TA-254	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891775_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891775_1.fastq.gzTA-254_2.fastq.gz
SRR5891776	TA-280	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891776_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891776_1.fastq.gzTA-280_2.fastq.gz
SRR5891777	TA-218	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891777_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891777_1.fastq.gzTA-218_2.fastq.gz
SRR5891778	TA-238	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891778_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891778_1.fastq.gzTA-238_2.fastq.gz
SRR5891779	TA-405	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891779_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891779_1.fastq.gzTA-405_2.fastq.gz
SRR5891780	TA-6127	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891780_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891780_1.fastq.gzTA-6127_2.fastq.gz
SRR5891781	TA-137	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891781_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891781_1.fastq.gzTA-137_2.fastq.gz
SRR5891782	TA-15	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891782_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891782_1.fastq.gzTA-15_2.fastq.gz
SRR5891783	TA-239	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891783_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891783_1.fastq.gzTA-239_2.fastq.gz
SRR5891784	TA-129	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891784_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891784_1.fastq.gzTA-129_2.fastq.gz
SRR5891785	TA-332	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891785_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891785_1.fastq.gzTA-332_2.fastq.gz
SRR5891786	TA-14	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891786_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891786_1.fastq.gzTA-14_2.fastq.gz
SRR5891787	TA-262	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891787_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891787_1.fastq.gzTA-262_2.fastq.gz
SRR5891788	TA-103	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891788_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891788_1.fastq.gzTA-103_2.fastq.gz
SRR5891789	TA-228	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891789_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891789_1.fastq.gzTA-228_2.fastq.gz
SRR5891790	TA-13	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891790_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891790_1.fastq.gzTA-13_2.fastq.gz
SRR5891791	TA-20	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891791_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891791_1.fastq.gzTA-20_2.fastq.gz
SRR5891792	TA-255	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891792_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891792_1.fastq.gzTA-255_2.fastq.gz
SRR5891793	TA-267	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891793_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891793_1.fastq.gzTA-267_2.fastq.gz
SRR5891794	TA-182	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891794_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891794_1.fastq.gzTA-182_2.fastq.gz
SRR5891795	TA-5901	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891795_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891795_1.fastq.gzTA-5901_2.fastq.gz
SRR5891796	TA-276	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891796_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891796_1.fastq.gzTA-276_2.fastq.gz
SRR5891797	TA-217	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891797_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891797_1.fastq.gzTA-217_2.fastq.gz
SRR5891798	TA-166	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891798_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891798_1.fastq.gzTA-166_2.fastq.gz
SRR5891799	TA-192	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891799_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891799_1.fastq.gzTA-192_2.fastq.gz
SRR5891800	TA-1	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891800_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891800_1.fastq.gzTA-1_2.fastq.gz
SRR5891801	TA-7417	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891801_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891801_1.fastq.gzTA-7417_2.fastq.gz
SRR5891802	TA-5879	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891802_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891802_1.fastq.gzTA-5879_2.fastq.gz
SRR5891803	TA-181	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891803_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891803_1.fastq.gzTA-181_2.fastq.gz
SRR5891804	TA-60	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891804_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891804_1.fastq.gzTA-60_2.fastq.gz
SRR5891805	TA-165	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891805_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891805_1.fastq.gzTA-165_2.fastq.gz
SRR5891806	TA-5	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891806_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891806_1.fastq.gzTA-5_2.fastq.gz
SRR5891807	TA-314	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891807_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891807_1.fastq.gzTA-314_2.fastq.gz
SRR5891808	TA-44	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891808_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891808_1.fastq.gzTA-44_2.fastq.gz
SRR5891809	TA-323	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891809_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891809_1.fastq.gzTA-323_2.fastq.gz
SRR5891810	TA-322	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891810_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891810_1.fastq.gzTA-322_2.fastq.gz
SRR5891811	TA-40	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891811_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891811_1.fastq.gzTA-40_2.fastq.gz
SRR5891812	TA-39	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891812_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891812_1.fastq.gzTA-39_2.fastq.gz
SRR5891813	TA-72	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891813_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891813_1.fastq.gzTA-72_2.fastq.gz
SRR5891814	TA-324	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891814_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891814_1.fastq.gzTA-324_2.fastq.gz
SRR5891815	TA-312	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891815_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891815_1.fastq.gzTA-312_2.fastq.gz
SRR5891816	TA-41	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891816_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891816_1.fastq.gzTA-41_2.fastq.gz
SRR5891817	TA-223	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891817_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891817_1.fastq.gzTA-223_2.fastq.gz
SRR5891818	TA-140	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891818_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891818_1.fastq.gzTA-140_2.fastq.gz
SRR5891819	TA-222	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891819_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891819_1.fastq.gzTA-222_2.fastq.gz
SRR5891820	TA-139	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891820_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891820_1.fastq.gzTA-139_2.fastq.gz
SRR5891821	TA-339	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891821_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891821_1.fastq.gzTA-339_2.fastq.gz
SRR5891822	TA-66	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891822_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891822_1.fastq.gzTA-66_2.fastq.gz
SRR5891823	TA-259	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891823_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891823_1.fastq.gzTA-259_2.fastq.gz
SRR5891824	TA-21	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891824_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891824_1.fastq.gzTA-21_2.fastq.gz
SRR5891825	TA-343	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891825_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891825_1.fastq.gzTA-343_2.fastq.gz
SRR5891826	TA-424	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891826_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891826_1.fastq.gzTA-424_2.fastq.gz
SRR5891827	TA-249	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891827_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891827_1.fastq.gzTA-249_2.fastq.gz
SRR5891828	TA-85	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891828_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891828_1.fastq.gzTA-85_2.fastq.gz
SRR5891829	TA-231	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891829_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891829_1.fastq.gzTA-231_2.fastq.gz
SRR5891830	TA-271	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891830_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891830_1.fastq.gzTA-271_2.fastq.gz
SRR5891831	TA-230	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891831_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891831_1.fastq.gzTA-230_2.fastq.gz
SRR5891832	TA-9	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891832_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891832_1.fastq.gzTA-9_2.fastq.gz
SRR5891833	TA-65	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891833_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891833_1.fastq.gzTA-65_2.fastq.gz
