sample	unit	platform	fq1	fq2
SRR5891953	Z6	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891953_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891953_1.fastq.gzZ6_2.fastq.gz
SRR5891954	TA-61	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891954_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891954_1.fastq.gzTA-61_2.fastq.gz
SRR5891955	TA-117	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891955_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891955_1.fastq.gzTA-117_2.fastq.gz
SRR5891956	TA-382	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891956_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891956_1.fastq.gzTA-382_2.fastq.gz
SRR5891957	TA-357	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891957_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891957_1.fastq.gzTA-357_2.fastq.gz
SRR5891958	TA-100	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891958_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891958_1.fastq.gzTA-100_2.fastq.gz
SRR5891959	TA-291	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891959_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891959_1.fastq.gzTA-291_2.fastq.gz
SRR5891960	TA-371	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891960_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891960_1.fastq.gzTA-371_2.fastq.gz
SRR5891961	TA-273	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891961_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891961_1.fastq.gzTA-273_2.fastq.gz
SRR5891962	TA-98	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891962_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891962_1.fastq.gzTA-98_2.fastq.gz
SRR5891963	TA-95	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891963_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891963_1.fastq.gzTA-95_2.fastq.gz
SRR5891964	TA-399	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891964_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891964_1.fastq.gzTA-399_2.fastq.gz
SRR5891965	TA-115	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891965_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891965_1.fastq.gzTA-115_2.fastq.gz
SRR5891966	TA-49	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891966_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891966_1.fastq.gzTA-49_2.fastq.gz
SRR5891967	TA-407	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891967_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891967_1.fastq.gzTA-407_2.fastq.gz
SRR5891968	TA-58	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891968_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891968_1.fastq.gzTA-58_2.fastq.gz
SRR5891969	TA-296	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891969_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891969_1.fastq.gzTA-296_2.fastq.gz
SRR5891970	TA-110	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891970_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891970_1.fastq.gzTA-110_2.fastq.gz
SRR5891971	TA-111	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891971_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891971_1.fastq.gzTA-111_2.fastq.gz
SRR5891972	TA-201	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891972_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891972_1.fastq.gzTA-201_2.fastq.gz
SRR5891973	TA-109	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891973_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891973_1.fastq.gzTA-109_2.fastq.gz
SRR5891974	TA-152	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891974_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891974_1.fastq.gzTA-152_2.fastq.gz
SRR5891975	TA-253	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891975_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891975_1.fastq.gzTA-253_2.fastq.gz
SRR5891976	TA-107	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891976_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891976_1.fastq.gzTA-107_2.fastq.gz
SRR5891977	TA-153	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891977_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891977_1.fastq.gzTA-153_2.fastq.gz
SRR5891978	TA-268	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891978_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891978_1.fastq.gzTA-268_2.fastq.gz
SRR5891979	TA-178	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891979_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891979_1.fastq.gzTA-178_2.fastq.gz
SRR5891980	TA-68	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891980_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891980_1.fastq.gzTA-68_2.fastq.gz
SRR5891981	TA-334	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891981_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891981_1.fastq.gzTA-334_2.fastq.gz
SRR5891982	TA-108	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891982_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891982_1.fastq.gzTA-108_2.fastq.gz
SRR5891983	TA-177	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891983_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891983_1.fastq.gzTA-177_2.fastq.gz
SRR5891984	TA-154	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891984_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891984_1.fastq.gzTA-154_2.fastq.gz
SRR5891985	TA-170	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891985_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891985_1.fastq.gzTA-170_2.fastq.gz
SRR5891986	TA-6142	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891986_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891986_1.fastq.gzTA-6142_2.fastq.gz
SRR5891987	TA-265	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891987_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891987_1.fastq.gzTA-265_2.fastq.gz
SRR5891988	TA-151	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891988_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891988_1.fastq.gzTA-151_2.fastq.gz
SRR5891989	TA-329	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891989_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891989_1.fastq.gzTA-329_2.fastq.gz
SRR5891990	TA-256	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891990_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891990_1.fastq.gzTA-256_2.fastq.gz
SRR5891991	TA-260	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891991_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891991_1.fastq.gzTA-260_2.fastq.gz
SRR5891992	TA-301	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891992_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891992_1.fastq.gzTA-301_2.fastq.gz
SRR5891993	TA-264	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891993_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891993_1.fastq.gzTA-264_2.fastq.gz
SRR5891994	TA-47	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891994_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891994_1.fastq.gzTA-47_2.fastq.gz
SRR5891995	TA-48	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891995_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891995_1.fastq.gzTA-48_2.fastq.gz
SRR5891996	TA-50	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891996_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891996_1.fastq.gzTA-50_2.fastq.gz
SRR5891997	TA-310	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891997_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891997_1.fastq.gzTA-310_2.fastq.gz
SRR5891998	TA-52	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891998_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891998_1.fastq.gzTA-52_2.fastq.gz
SRR5891999	TA-51	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5891999_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5891999_1.fastq.gzTA-51_2.fastq.gz
SRR5892000	TA-55	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892000_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892000_1.fastq.gzTA-55_2.fastq.gz
SRR5892001	TA-200	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892001_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892001_1.fastq.gzTA-200_2.fastq.gz
SRR5892002	TA-403	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892002_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892002_1.fastq.gzTA-403_2.fastq.gz
SRR5892003	TA-199	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892003_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892003_1.fastq.gzTA-199_2.fastq.gz
SRR5892004	TA-234	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892004_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892004_1.fastq.gzTA-234_2.fastq.gz
SRR5892005	TA-213	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892005_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892005_1.fastq.gzTA-213_2.fastq.gz
SRR5892006	TA-64	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892006_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892006_1.fastq.gzTA-64_2.fastq.gz
SRR5892007	TA-62	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892007_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892007_1.fastq.gzTA-62_2.fastq.gz
SRR5892008	TA-375	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892008_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892008_1.fastq.gzTA-375_2.fastq.gz
SRR5892009	TA-91	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892009_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892009_1.fastq.gzTA-91_2.fastq.gz
SRR5892010	TA-134	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892010_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892010_1.fastq.gzTA-134_2.fastq.gz
SRR5892011	TA-67	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892011_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892011_1.fastq.gzTA-67_2.fastq.gz
SRR5892012	TA-189	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892012_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892012_1.fastq.gzTA-189_2.fastq.gz
SRR5892013	TA-411	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892013_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892013_1.fastq.gzTA-411_2.fastq.gz
SRR5892014	Z195	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892014_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892014_1.fastq.gzZ195_2.fastq.gz
SRR5892015	TA-419	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892015_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892015_1.fastq.gzTA-419_2.fastq.gz
SRR5892016	TA-127	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892016_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892016_1.fastq.gzTA-127_2.fastq.gz
SRR5892017	TA-418	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892017_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892017_1.fastq.gzTA-418_2.fastq.gz
SRR5892018	TA-185	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892018_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892018_1.fastq.gzTA-185_2.fastq.gz
SRR5892019	TA-184	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892019_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892019_1.fastq.gzTA-184_2.fastq.gz
SRR5892020	TA-412	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892020_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892020_1.fastq.gzTA-412_2.fastq.gz
SRR5892021	TA-188	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892021_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892021_1.fastq.gzTA-188_2.fastq.gz
SRR5892022	TA-340	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892022_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892022_1.fastq.gzTA-340_2.fastq.gz
SRR5892023	TA-331	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892023_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892023_1.fastq.gzTA-331_2.fastq.gz
SRR5892024	Z135	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892024_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892024_1.fastq.gzZ135_2.fastq.gz
SRR5892025	Z3	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892025_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892025_1.fastq.gzZ3_2.fastq.gz
SRR5892026	TA-123	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892026_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892026_1.fastq.gzTA-123_2.fastq.gz
SRR5892027	TA-12	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892027_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892027_1.fastq.gzTA-12_2.fastq.gz
SRR5892028	TA-421	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892028_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892028_1.fastq.gzTA-421_2.fastq.gz
SRR5892029	TA-219	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892029_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892029_1.fastq.gzTA-219_2.fastq.gz
SRR5892030	TA-121	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892030_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892030_1.fastq.gzTA-121_2.fastq.gz
SRR5892031	TA-172	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892031_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892031_1.fastq.gzTA-172_2.fastq.gz
SRR5892032	TA-89	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892032_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892032_1.fastq.gzTA-89_2.fastq.gz
SRR5892033	TA-261	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892033_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892033_1.fastq.gzTA-261_2.fastq.gz
SRR5892034	TA-414	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892034_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892034_1.fastq.gzTA-414_2.fastq.gz
SRR5892035	TA-191	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892035_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892035_1.fastq.gzTA-191_2.fastq.gz
SRR5892036	TA-120	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892036_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892036_1.fastq.gzTA-120_2.fastq.gz
SRR5892037	TA-372	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892037_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892037_1.fastq.gzTA-372_2.fastq.gz
SRR5892038	TA-30	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892038_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892038_1.fastq.gzTA-30_2.fastq.gz
SRR5892039	TA-368	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892039_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892039_1.fastq.gzTA-368_2.fastq.gz
SRR5892040	TA-338	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892040_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892040_1.fastq.gzTA-338_2.fastq.gz
SRR5892041	TA-126	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892041_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892041_1.fastq.gzTA-126_2.fastq.gz
SRR5892042	TA-347	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892042_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892042_1.fastq.gzTA-347_2.fastq.gz
SRR5892043	TA-233	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892043_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892043_1.fastq.gzTA-233_2.fastq.gz
SRR5892044	TA-158	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892044_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892044_1.fastq.gzTA-158_2.fastq.gz
SRR5892045	TA-23	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892045_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892045_1.fastq.gzTA-23_2.fastq.gz
SRR5892046	TA-277	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892046_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892046_1.fastq.gzTA-277_2.fastq.gz
SRR5892047	TA-17	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892047_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892047_1.fastq.gzTA-17_2.fastq.gz
SRR5892048	TA-232	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892048_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892048_1.fastq.gzTA-232_2.fastq.gz
SRR5892049	TA-59	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892049_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892049_1.fastq.gzTA-59_2.fastq.gz
SRR5892050	TA-180	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892050_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892050_1.fastq.gzTA-180_2.fastq.gz
SRR5892051	TA-133	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892051_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892051_1.fastq.gzTA-133_2.fastq.gz
SRR5892052	TA-161	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892052_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892052_1.fastq.gzTA-161_2.fastq.gz
SRR5892053	TA-160	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892053_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892053_1.fastq.gzTA-160_2.fastq.gz
SRR5892054	TA-287	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892054_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892054_1.fastq.gzTA-287_2.fastq.gz
SRR5892055	TA-258	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892055_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892055_1.fastq.gzTA-258_2.fastq.gz
SRR5892056	TA-288	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892056_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892056_1.fastq.gzTA-288_2.fastq.gz
SRR5892057	TA-337	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892057_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892057_1.fastq.gzTA-337_2.fastq.gz
SRR5892058	TA-244	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892058_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892058_1.fastq.gzTA-244_2.fastq.gz
SRR5892059	TA-248	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892059_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892059_1.fastq.gzTA-248_2.fastq.gz
SRR5892060	TA-5887	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892060_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892060_1.fastq.gzTA-5887_2.fastq.gz
SRR5892061	TA-79	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892061_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892061_1.fastq.gzTA-79_2.fastq.gz
SRR5892062	TA-283	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892062_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892062_1.fastq.gzTA-283_2.fastq.gz
SRR5892063	TA-209	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892063_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892063_1.fastq.gzTA-209_2.fastq.gz
SRR5892064	TA-142	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892064_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892064_1.fastq.gzTA-142_2.fastq.gz
SRR5892065	TA-313	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892065_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892065_1.fastq.gzTA-313_2.fastq.gz
SRR5892066	TA-318	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892066_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892066_1.fastq.gzTA-318_2.fastq.gz
SRR5892067	TA-204	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892067_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892067_1.fastq.gzTA-204_2.fastq.gz
SRR5892068	TA-205	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892068_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892068_1.fastq.gzTA-205_2.fastq.gz
SRR5892069	TA-317	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892069_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892069_1.fastq.gzTA-317_2.fastq.gz
SRR5892070	TA-88	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892070_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892070_1.fastq.gzTA-88_2.fastq.gz
SRR5892071	TA-43	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892071_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892071_1.fastq.gzTA-43_2.fastq.gz
SRR5892072	TA-328	ILLUMINA	data/Vitis_vinifera_Liang2019/fastq/SRR5892072_1.fastq.gz	data/Vitis_vinifera_Liang2019/fastq/SRR5892072_1.fastq.gzTA-328_2.fastq.gz
